doi,title,journal,year,url,status,info
10.1017/pab.2020.28,Verifiability of genus-level classification under quantification and parsimony theories: a case study of follicucullid radiolarians,Paleobiology,2020,https://zenodo.org/record/3963309,FAILED,not pdf content-type: text/html; charset=utf-8
10.51835/bsed.2020.45.1.426,"Late Cretaceous radiolarians from the Noni Formation, West Timor, Indonesia",Berita Sedimentologi,2023,https://journal.iagi.or.id/index.php/FOSI/article/download/426/401,OK,1.10MB
10.9795/bullgsj.62.441,"Middle and Late Permian radiolarians from the Nanjo Mountains, Fukui Prefecture, Southwest Japan",BULLETIN OF THE GEOLOGICAL SURVEY OF JAPAN,2011,https://www.jstage.jst.go.jp/article/bullgsj/62/11-12/62_441/_pdf,OK,4.44MB
10.1016/j.gloplacha.2022.103811,"Integrated stratigraphy (radiolarians, calcareous nannofossils, carbon and strontium isotopes) of the Sinemurian–Pliensbachian transition at Mt. Rettenstein, Northern Calcareous Alps, Austria",Global and Planetary Change,2022,https://doi.org/10.1016/j.gloplacha.2022.103811,FAILED,not pdf content-type: application/json
10.5281/zenodo.5375608,Radiolarian biostratigraphy of Paleogene deposits of the Russian Platform (Voronesh Anticline),IRIS,2002,https://doi.org/10.5281/zenodo.5375608,FAILED,not pdf content-type: text/html; charset=utf-8
10.1017/s0016756817000322,Early Permian radiolarians from the extension of the Sa Kaeo Suture in Cambodia – tectonic implications,Geological Magazine,2017,https://figshare.com/articles/journal_contribution/Early_Permian_radiolarians_from_the_extension_of_the_Sa_Kaeo_Suture_in_Cambodia_-_tectonic_implications/22969631,FAILED,403 Client Error: Forbidden for url: https://figshare.com/articles/journal_contribution/Early_Permian_radiolarians_from_the_extension_of_the_Sa_Kaeo_Suture_in_Cambodia_-_tectonic_implications/22969631
10.1007/bf02879697,"Permian radiolarians, chert and basalt from the Daxinshan Formation in Lancangjiang belt of southwestern Yunnan, China",Science in China Series D Earth Sciences,2002,https://resolver.sub.uni-goettingen.de/purl?gro-2/44699,FAILED,403 Client Error: Forbidden for url: https://publications.goettingen-research-online.de/_ray?/handle/2/44699
10.7306/gq1370,The Jurassic-Cretaceous boundary in Boreal Russia: radiolarian and calcareous dinoflagellate potential biomarkers,Geological Quarterly,2017,https://gq.pgi.gov.pl/article/download/25633/pdf,FAILED,not pdf content-type: text/html
10.7186/bgsm44200005,Geological significance of radiolarian chert in Sabah,Bulletin of the Geological Society of Malaysia,2000,http://www.gsm.org.my/products/702001-100768-PDF.pdf,FAILED,404 Client Error: Not Found for url: http://gsm.org.my/products/702001-100768-PDF.pdf
10.1038/s41598-021-86262-7,New Permian radiolarians from east Asia and the quantitative reconstruction of their evolutionary and ecological significances,Scientific Reports,2021,https://www.nature.com/articles/s41598-021-86262-7.pdf,OK,2.80MB
10.2973/odp.proc.sr.146-1.205.1995,"Radiolarians from the Cascadia Margin, Leg 146",Unknown,1995,https://doi.org/10.2973/odp.proc.sr.146-1.205.1995,FAILED,not pdf content-type: application/json
10.2113/gssgfbull.180.5.399,"New radiolarian assemblages from La Desirade Island basement complex (Guadeloupe, Lesser Antilles arc) and Caribbean tectonic implications",Bulletin de la Société Géologique de France,2009,https://hal.science/hal-03275251,FAILED,not pdf content-type: text/html; charset=utf-8
10.1144/jmpaleo2012-024,Per Theodor Cleve: a short résumé and his radiolarian results from the Swedish Expedition to Spitsbergen in 1898,Journal of Micropalaeontology,2014,https://doi.org/10.1144/jmpaleo2012-024,FAILED,not pdf content-type: application/json
10.13130/2039-4942/6301,"UPPER JURASSIC RADIOLARIANS FROM INICI MOUNTAIN AREA (NORTHWESTERN SICILY, ITALY): BIOCHRONOLOGY AND CALIBRATION BY AMMONITES",Riviste UNIMI (Università degli studi di Milano),2015,https://riviste.unimi.it/index.php/RIPS/article/view/6301,FAILED,not pdf content-type: text/html; charset=utf-8
10.1111/j.1751-3928.2005.tb00253.x,"Radiolarian Age of Chert-hosted Bedded Manganese Deposits from the Gen-otani Mine in the Tamba District, Northern Kyoto City, Japan",Resource Geology,2005,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1751-3928.2005.tb00253.x,FAILED,403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1751-3928.2005.tb00253.x
10.18999/joueps.46.29,"Radiolarian biostratigraphy for transitional facies of chert-clastic sequence of the Taukha terrance in the Koreyskaya River area, Southern Sikhote-Alin, Russia",Institutional Repositories DataBase (IRDB),1999,https://nagoya.repo.nii.ac.jp/records/1434,FAILED,not pdf content-type: text/html; charset=utf-8
10.1007/s12583-017-0738-4,"Geochemistry of radiolarian cherts from a Late Devonian continental margin basin, Loei fold belt, Indo-China terrane",Journal of Earth Science,2017,https://figshare.com/articles/journal_contribution/Geochemistry_of_radiolarian_cherts_from_a_Late_Devonian_continental_margin_basin_Loei_fold_belt_Indo-China_terrane/22969676,FAILED,403 Client Error: Forbidden for url: https://figshare.com/articles/journal_contribution/Geochemistry_of_radiolarian_cherts_from_a_Late_Devonian_continental_margin_basin_Loei_fold_belt_Indo-China_terrane/22969676
10.1002/2015pa002777,Evidence for changes in subsurface circulation in the late Eocene equatorial Pacific from radiolarian‐bound nitrogen isotope values,Paleoceanography,2015,https://digitalcommons.uri.edu/gsofacpubs/126,FAILED,not pdf content-type: text/html; charset=utf-8
10.4454/ofioliti.v26i1.135,TRIASSIC RADIOLARIAN ASSEMBLAGES FROM THE CHERTS ASSOCIATED WITH PILLOW LAVAS IN ARGOLIS PENINSULA (GREECE),Ofioliti,2001,https://flore.unifi.it/handle/2158/343861,FAILED,403 Client Error: Forbidden for url: https://flore.unifi.it/handle/2158/343861
10.2517/prpsj.4.147,"Early Silurian (Llandoverian) radiolarians from the Ise area of the Hida ""Gaien"" Belt, central Japan",Paleontological Research,2000,https://doi.org/10.2517/prpsj.4.147,FAILED,not pdf content-type: application/json
10.1017/jpa.2021.86,"Late Sandbian (Sa2) radiolarians of the Pingliang Formation from the Guanzhuang section, Gansu Province, China",Journal of Paleontology,2021,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/0F9AB0271E37FAA5D4195BA8D537A5AD/S002233602100086Xa.pdf/div-class-title-late-sandbian-sa2-radiolarians-of-the-pingliang-formation-from-the-guanzhuang-section-gansu-province-china-div.pdf,OK,3.10MB
10.7186/bgsm54200809,"Some Permian radiolarians from Bukit Yoi, Pokok Sena, Kedah",Bulletin of the Geological Society of Malaysia,2008,http://www.gsm.org.my/products/702001-100485-PDF.pdf,FAILED,404 Client Error: Not Found for url: http://gsm.org.my/products/702001-100485-PDF.pdf
10.1016/j.gr.2023.08.005,The central Qiangtang Metamorphic Belt in northern Tibet is an in-situ Paleo-Tethys Ocean: Evidence from newly discovered Late Devonian radiolarians,Gondwana Research,2023,https://doi.org/10.1016/j.gr.2023.08.005,FAILED,not pdf content-type: application/json
10.2298/gabp1071119d,Middle Jurassic radiolarian assemblages from Zlatar Mt. (SW Serbia),Geoloski anali Balkanskog poluostrva,2010,http://www.doiserbia.nb.rs/ft.aspx?id=0350-06081071119D,FAILED,"HTTPSConnectionPool(host='www.doiserbia.nb.rs', port=443): Max retries exceeded with url: /ft.aspx?id=0350-06081071119D (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.doiserbia.nb.rs'. (_ssl.c:1017)"")))"
10.5575/geosoc.106.713,"Geology, radiolarians, and geologic age of the Hokusetsu Subgroup in the Shitara area, Aichi Prefecture, central Japan.",The Journal of the Geological Society of Japan,2000,https://www.jstage.jst.go.jp/article/geosoc1893/106/10/106_10_713/_pdf,OK,2.88MB
10.1186/s40645-020-00384-6,Phylogenetic positions of “pico-sized” radiolarians from middle layer waters of the tropical Pacific,Progress in Earth and Planetary Science,2020,https://progearthplanetsci.springeropen.com/track/pdf/10.1186/s40645-020-00384-6,OK,2.63MB
10.33265/polar.v38.3444,"The radiolarian fauna during the Younger Dryas–Holocene transition in Andfjorden, northern Norway",Polar Research,2019,https://polarresearch.net/index.php/polar/article/download/3444/9586,OK,7.46MB
10.3140/bull.geosci.2006.01.017,"Sponge spicules and radiolarians from the Olešná Member of the Klabava Formation (Ordovician, Prague Basin, Czech Republic)",Bulletin of Geosciences,2006,http://www.geology.cz/bulletin/fulltext/bullgeosci200601017.pdf,OK,0.81MB
10.5575/geosoc.113.274,"Middle Jurassic radiolarians from carbonate manganese nodules in the Otori Formation in the eastern part of the Kuzumaki-Kamaishi Subbelt, the North Kitakami Belt, Northeast Japan",The Journal of the Geological Society of Japan,2007,https://www.jstage.jst.go.jp/article/geosoc/113/6/113_6_274/_pdf,OK,1.98MB
10.2973/odp.proc.sr.127128-1.125.1992,Radiolarians from the Sea of Japan: Leg 128,Unknown,1992,https://doi.org/10.2973/odp.proc.sr.127128-1.125.1992,FAILED,not pdf content-type: application/json
10.9795/bullgsj.70.137,Radiolarian assemblages from the lower to middle Miocene at IODP Site U1335 in the eastern equatorial Pacific,BULLETIN OF THE GEOLOGICAL SURVEY OF JAPAN,2019,https://www.jstage.jst.go.jp/article/bullgsj/70/1-2/70_137/_pdf,OK,40.64MB
10.4202/app.00618.2019,"Pliensbachian, Early Jurassic radiolarians from Mount Rettenstein in the Northern Calcareous Alps, Austria",Acta Palaeontologica Polonica,2020,http://www.app.pan.pl/article/item/article/item/app006182019.html?pdf=39,OK,1.37MB
10.1007/s12583-017-0740-x,"Middle Triassic radiolarians from cherts/siliceous shales in an extensional basin in the Sukhothai fold belt, Northern Thailand",Journal of Earth Science,2017,https://figshare.com/articles/journal_contribution/Middle_Triassic_radiolarians_from_cherts_siliceous_shales_in_an_extensional_basin_in_the_Sukhothai_fold_belt_Northern_Thailand/22969679,FAILED,403 Client Error: Forbidden for url: https://figshare.com/articles/journal_contribution/Middle_Triassic_radiolarians_from_cherts_siliceous_shales_in_an_extensional_basin_in_the_Sukhothai_fold_belt_Northern_Thailand/22969679
10.9795/bullgsj.71.331,"SIMS analysis of Si isotope for radiolarian test in Mesozoic bedded chert, Inuyama, central Japan",BULLETIN OF THE GEOLOGICAL SURVEY OF JAPAN,2020,https://www.jstage.jst.go.jp/article/bullgsj/71/4/71_331/_pdf,OK,3.39MB
10.1016/j.palwor.2011.02.002,"Upper Paleocene radiolarians from DSDP Sites 549 and 550, Goban Spur, NE Atlantic",Palaeoworld,2011,http://hdl.handle.net/10722/151322,FAILED,403 Client Error: Forbidden for url: https://hub.hku.hk/handle/10722/151322
10.5575/geosoc.111.624,"Lower Cretaceous radiolarian bedded chert from the Mineoka Belt, Boso Peninsula, Japan",The Journal of the Geological Society of Japan,2005,https://www.jstage.jst.go.jp/article/geosoc/111/10/111_10_624/_pdf,OK,0.74MB
10.5194/jm-39-61-2020,Skeletal architecture of middle Cambrian spicular radiolarians revealed using micro-CT,Journal of Micropalaeontology,2020,https://jm.copernicus.org/articles/39/61/2020/jm-39-61-2020.pdf,OK,9.23MB
10.1144/jmpaleo2013-028,Pseudopodial silica absorption hypothesis (PSA hypothesis): a new function of pseudopodia in living radiolarian polycystine cells,Journal of Micropalaeontology,2014,https://jm.copernicus.org/articles/33/143/2014/jm-33-143-2014.pdf,OK,2.06MB
10.9795/bullgsj.70.195,Late Miocene polycystine radiolarians of the Japan Sea (IODP Exp. 346 Site U1425),BULLETIN OF THE GEOLOGICAL SURVEY OF JAPAN,2019,https://www.jstage.jst.go.jp/article/bullgsj/70/1-2/70_195/_pdf,OK,11.75MB
10.1016/j.revmic.2022.100606,"Diversity of polycystine radiolarians in sediment traps from the Ionian, North Aegean and Cretan Seas: A preliminary account",Revue de Micropaléontologie,2022,https://www.sciencedirect.com/science/article/am/pii/S0035159822000022?via%3Dihub,FAILED,403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/am/pii/S0035159822000022?via%3Dihub
10.1016/j.dib.2018.01.041,Distribution of the polycystine radiolarian species in the Quaternary sediment cores of the subarctic North Atlantic and Sea of Okhotsk,Data in Brief,2018,https://doi.org/10.1016/j.dib.2018.01.041,FAILED,not pdf content-type: application/json
10.9795/bullgsj.70.101,Summer surface water polycystine radiolarians in the eastern margin of the Japan Sea,BULLETIN OF THE GEOLOGICAL SURVEY OF JAPAN,2019,https://www.jstage.jst.go.jp/article/bullgsj/70/1-2/70_101/_pdf,OK,5.72MB
10.2973/odp.proc.sr.160.007.1998,"Late Quaternary polycystine radiolarians and silicoflagellates of a diatomaceous sapropel from the Eastern Mediterranean, Sites 969 and 971",Unknown,1998,https://doi.org/10.2973/odp.proc.sr.160.007.1998,FAILED,not pdf content-type: application/json
10.1016/j.revmic.2024.100773,"Pirumosphaera armandae nov. sp., a new Southern Ocean polycystine radiolarian genus and species",Revue de Micropaléontologie,2024,https://doi.org/10.1016/j.revmic.2024.100773,FAILED,not pdf content-type: application/json
10.1016/j.revmic.2021.100515,"Lower Pliocene and Upper Miocene collodarians and spumellarians (polycystine radiolarians) from the northwestern Pacific Ocean (ODP Site 1208) Collodaires et spumellaires (radiolaires polycystines), datant du Pliocène inférieur aux Miocène supérieur de l'océan Pacifique du Nord-Ouest (site ODP 1208)",Revue de Micropaléontologie,2021,https://www.sciencedirect.com/science/article/am/pii/S0035159821000350?via%3Dihub,FAILED,403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/am/pii/S0035159821000350?via%3Dihub
10.1111/pre.12530,"Composition of galactolipids, betaine lipids and triglyceride‐associated fatty acids of the symbiotic dinoflagellate <scp><i>Zooxanthella</i></scp> (<i>Brandtodinium</i>) <i>nutricula</i>: A glimpse into polyunsaturated fatty acids available to its polycystine radiolarian host",Phycological Research,2023,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/pre.12530,FAILED,403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/pre.12530
10.4202/app.00367.2017,Applications and limitations of Micro-XCT imaging in the studies of Permian radiolarians: a new genus with bi-polar main spines,Acta Palaeontologica Polonica,2017,http://www.app.pan.pl/article/item/article/item/app003672017.html?pdf=39,OK,1.37MB
10.4467/16890027ap.17.006.7481,"Achradina pulchra, a Unique Dinoflagellate (Amphilothales, Dinophyceae) with a Radiolarian-like Endoskeleton of Celestite (Strontium Sulfate)",Acta Protozoologica,2017,http://www.ejournals.eu/pliki/art/10270/,OK,1.34MB
10.1144/jmpaleo2012-025,"The legacy of early radiolarian taxonomists, with a focus on the species published by early German workers",Journal of Micropalaeontology,2014,https://jm.copernicus.org/articles/33/3/2014/jm-33-3-2014.pdf,OK,1.48MB
10.7185/gold2023.20941,Silicon isotopic fractionation by modern polycystine radiolarians,Unknown,2023,https://goldschmidtabstracts.info/2023/20941.pdf,FAILED,"HTTPSConnectionPool(host='goldschmidtabstracts.info', port=443): Max retries exceeded with url: /2023/20941.pdf (Caused by ProxyError('Unable to connect to proxy', NewConnectionError(""HTTPSConnection(host='127.0.0.1', port=7890): Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。"")))"
10.1594/pangaea.112379,"(Table 3) SSST from polycystine radiolarians, and ages of sediment core MD95-2011",Figshare,1995,https://doi.org/10.1594/pangaea.112379,FAILED,"HTTPSConnectionPool(host='doi.org', port=443): Max retries exceeded with url: /10.1594/pangaea.112379 (Caused by ProxyError('Unable to connect to proxy', NewConnectionError(""HTTPSConnection(host='127.0.0.1', port=7890): Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。"")))"
10.25607/obp-481,Confocal Microscopy imaging for Opaline Silica Single Cell Skeletons (Polycystines Radiolaria).,IOC of UNESCO (Intergovernmental Oceanographic Commission),2018,https://doi.org/10.25607/obp-481,FAILED,"HTTPSConnectionPool(host='doi.org', port=443): Max retries exceeded with url: /10.25607/obp-481 (Caused by ProxyError('Unable to connect to proxy', NewConnectionError(""HTTPSConnection(host='127.0.0.1', port=7890): Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。"")))"
10.25607/obp-477,Scanning Electron Microscopy imaging for Opaline Silica Single Cell Skeletons (Polycystines Radiolaria). Version 3.,IOC of UNESCO (Intergovernmental Oceanographic Commission),2018,https://doi.org/10.25607/obp-477,FAILED,"HTTPSConnectionPool(host='doi.org', port=443): Max retries exceeded with url: /10.25607/obp-477 (Caused by ProxyError('Unable to connect to proxy', NewConnectionError(""HTTPSConnection(host='127.0.0.1', port=7890): Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。"")))"
10.1371/journal.pone.0326053.s005,"Putative juvenile specimen morphologies across all polycystine Radiolaria orders, photographed live under darkfield and brightfield microscopy (shipboard dissecting scope; Leica MZAPO).",Figshare,2025,https://doi.org/10.1371/journal.pone.0326053.s005,FAILED,"HTTPSConnectionPool(host='doi.org', port=443): Max retries exceeded with url: /10.1371/journal.pone.0326053.s005 (Caused by ProxyError('Unable to connect to proxy', NewConnectionError(""HTTPSConnection(host='127.0.0.1', port=7890): Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。"")))"
10.34405/0002000765,"Pleistocene to Upper Miocene collodarians and spumellarians (polycystine radiolarians) from the western Indian Ocean, ODP Site 710",Institutional Repositories DataBase (IRDB),2024,https://rose-ibadai.repo.nii.ac.jp/records/2000765,FAILED,"HTTPSConnectionPool(host='rose-ibadai.repo.nii.ac.jp', port=443): Max retries exceeded with url: /records/2000765 (Caused by ProxyError('Unable to connect to proxy', NewConnectionError(""HTTPSConnection(host='127.0.0.1', port=7890): Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。"")))"
10.4319/lo.2010.55.2.0604,"Sedimentation of acantharian cysts in the Iceland Basin: Strontium as a ballast for deep ocean particle flux, and implications for acantharian reproductive strategies",Limnology and Oceanography,2010,https://aslopubs.onlinelibrary.wiley.com/doi/pdfdirect/10.4319/lo.2010.55.2.0604,FAILED,"HTTPSConnectionPool(host='aslopubs.onlinelibrary.wiley.com', port=443): Max retries exceeded with url: /doi/pdfdirect/10.4319/lo.2010.55.2.0604 (Caused by ProxyError('Unable to connect to proxy', NewConnectionError(""HTTPSConnection(host='127.0.0.1', port=7890): Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。"")))"
10.5194/jm-43-69-2024,"Progress in the taxonomy of Late Cretaceous high-latitude radiolarians: insights from the Horton River area, Northwest Territories, Canada",Journal of Micropalaeontology,2024,https://jm.copernicus.org/articles/43/69/2024/jm-43-69-2024.pdf,FAILED,"HTTPSConnectionPool(host='jm.copernicus.org', port=443): Max retries exceeded with url: /articles/43/69/2024/jm-43-69-2024.pdf (Caused by ProxyError('Unable to connect to proxy', NewConnectionError(""HTTPSConnection(host='127.0.0.1', port=7890): Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。"")))"
10.2139/ssrn.4807267,"Late Miocene radiolarian data from the sediment core of NGHP–01–17A in the Andaman and Nicobar Basin, NE Indian Ocean",SSRN Electronic Journal,2024,http://dx.doi.org/10.2139/ssrn.4807267,FAILED,"HTTPConnectionPool(host='127.0.0.1', port=7890): Max retries exceeded with url: http://dx.doi.org/10.2139/ssrn.4807267 (Caused by ProxyError('Unable to connect to proxy', NewConnectionError(""HTTPConnection(host='127.0.0.1', port=7890): Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。"")))"
10.1002/lno.11567,"Paired high‐throughput, in situ imaging and high‐throughput sequencing illuminate acantharian abundance and vertical distribution",Limnology and Oceanography,2020,https://aslopubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/lno.11567,FAILED,"HTTPSConnectionPool(host='aslopubs.onlinelibrary.wiley.com', port=443): Max retries exceeded with url: /doi/pdfdirect/10.1002/lno.11567 (Caused by ProxyError('Unable to connect to proxy', NewConnectionError(""HTTPSConnection(host='127.0.0.1', port=7890): Failed to establish a new connection: [WinError 10061] 由于目标计算机积极拒绝，无法连接。"")))"
10.5194/jm-37-1-2018,Quaternary radiolarian biostratigraphy in the subarctic northeastern Pacific (IODP Expedition 341 Site U1417) and synchroneity of bioevents across the North Pacific,Journal of Micropalaeontology,2018,https://www.j-micropalaeontol.net/37/1/2018/jm-37-1-2018.pdf,OK,2.80MB
10.3390/biology10030202,The First Record and Classification of Planktonic Radiolarian (Phylum Retaria) and Phaeodarian (Phylum Cercozoa) in the Eastern Indian Ocean,Biology,2021,https://www.mdpi.com/2079-7737/10/3/202/pdf?version=1616121232,FAILED,403 Client Error: Forbidden for url: https://www.mdpi.com/2079-7737/10/3/202/pdf?version=1616121232
10.5575/geosoc.111.404,Seasonal changes in fluxes and assemblages of radiolarians collected by sediment trap experiments in the northwestern Pacific: a family-level analysis,The Journal of the Geological Society of Japan,2005,https://www.jstage.jst.go.jp/article/geosoc/111/7/111_7_404/_pdf,OK,1.60MB
10.9795/bullgsj.70.225,"A report of Permian, Triassic, and Jurassic radiolarian occurrences from the Ashio terrane in the Hachioji Hills, eastern Gunma Prefecture, central Japan",BULLETIN OF THE GEOLOGICAL SURVEY OF JAPAN,2019,https://www.jstage.jst.go.jp/article/bullgsj/70/1-2/70_225/_pdf,OK,20.46MB
10.1016/j.marmicro.2022.102198,New Southern Ocean transfer function for subsurface temperature prediction using radiolarian assemblages,Marine Micropaleontology,2022,https://archimer.ifremer.fr/doc/00809/92131/122370.pdf,OK,5.90MB
10.9795/bullgsj.70.163,Middle to late Miocene radiolarians from ODP Site 1021 in the eastern North Pacific,BULLETIN OF THE GEOLOGICAL SURVEY OF JAPAN,2019,https://www.jstage.jst.go.jp/article/bullgsj/70/1-2/70_163/_pdf,OK,40.94MB
10.3389/fmars.2018.00387,"Symbiont Chloroplasts Remain Active During Bleaching-Like Response Induced by Thermal Stress in Collozoum pelagicum (Collodaria, Retaria)",Frontiers in Marine Science,2018,https://doi.org/10.3389/fmars.2018.00387,FAILED,not pdf content-type: application/json
10.1016/j.dsr.2015.04.011,Radiolarian tests as microhabitats for novel benthic foraminifera: Observations from the abyssal eastern equatorial Pacific (Clarion–Clipperton Fracture Zone),Deep Sea Research Part I Oceanographic Research Papers,2015,https://www.sciencedirect.com/science/article/pii/S0967063715000850,FAILED,403 Client Error: Forbidden for url: https://www.sciencedirect.com/science/article/pii/S0967063715000850
10.5575/geosoc.110.463,Temporal and vertical flux changes of radiolarians in the western and central equatorial Pacific during the 1999 La Niña conditions,The Journal of the Geological Society of Japan,2004,https://www.jstage.jst.go.jp/article/geosoc/110/8/110_8_463/_pdf,OK,1.26MB
10.1002/lno.11928,New evaluation of species‐specific biogenic silica flux of radiolarians (Rhizaria) in the western Arctic Ocean using microfocus X‐ray computed tomography,Limnology and Oceanography,2021,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/lno.11928,FAILED,403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/lno.11928
10.15517/rgac.v58i0.32846,Miocene to Recent Radiolarians from Southern Pacific Coast of Costa Rica,Revista Geológica de América Central,2018,https://revistas.ucr.ac.cr/index.php/geologica/article/download/32846/32519,OK,8.56MB
10.1144/jmpaleo2013-034,New species of Neogene radiolarians from the Southern Ocean – part III,Journal of Micropalaeontology,2015,https://jm.copernicus.org/articles/34/181/2015/jm-34-181-2015.pdf,OK,8.98MB
10.9795/bullgsj.71.313,"Late Jurassic radiolarians from mudstone near the U–Pb-dated sandstone ofthe North Kitakami Belt in the northeastern Shimokita Peninsula, Tohoku, Japan",BULLETIN OF THE GEOLOGICAL SURVEY OF JAPAN,2020,https://www.jstage.jst.go.jp/article/bullgsj/71/4/71_313/_pdf,OK,6.30MB
10.1186/s40645-021-00465-0,"Millennial-scale oscillations in the Kuroshio–Oyashio boundary during MIS 19 based on the radiolarian record from the Chiba composite section, central Japan",Progress in Earth and Planetary Science,2022,https://progearthplanetsci.springeropen.com/counter/pdf/10.1186/s40645-021-00465-0,OK,3.20MB
10.14379/iodp.proc.363.206.2023,Data report: Middle to Lower Miocene radiolarian biostratigraphy in the Western Pacific Warm Pool at IODP Expedition 363 Site U1490: preliminary results,Proceedings of the International Ocean Discovery Program. Expedition reports,2023,https://www.gsj.jp/data/bulletin/70_01_12.pdf,FAILED,[Errno 2] No such file or directory: '放射虫论文_OA_download\\Matsuzaki_2023 - Proceedings of the International Ocean Discovery Program. Expedition reports - Data report_ Middle to Lower Miocene radiolarian biostratigraphy in the Western Pacific Warm Pool at IODP Expediti.pdf'
10.9795/bullgsj.72.345,"Occurrence report of Triassic and Jurassic radiolarians from the Jurassic accretionary complexes of the Ashio belt in eastern Mt. Narukami, Ashio Mountains, central Japan",BULLETIN OF THE GEOLOGICAL SURVEY OF JAPAN,2021,https://www.jstage.jst.go.jp/article/bullgsj/72/4/72_345/_pdf,OK,5.16MB
10.5194/jm-43-37-2024,Radiolarian assemblages related to the ocean–ice interaction around the East Antarctic coast,Journal of Micropalaeontology,2024,https://jm.copernicus.org/articles/43/37/2024/jm-43-37-2024.pdf,OK,11.54MB
10.1029/2019gb006258,Phaeodaria: An Important Carrier of Particulate Organic Carbon in the Mesopelagic Twilight Zone of the North Pacific Ocean,Global Biogeochemical Cycles,2019,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2019GB006258,FAILED,403 Client Error: Forbidden for url: https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2019GB006258
10.3800/pbr.8.107,"Aulographis japonica sp. nov. (Phaeodaria, Aulacanthida, Aulacanthidae), an abundant zooplankton in the deep sea of the Sea of Japan",Plankton and Benthos Research,2013,https://www.jstage.jst.go.jp/article/pbr/8/3/8_107/_pdf,OK,5.50MB
10.1038/s41598-024-64227-w,A biogenic geodesic dome of the silica skeleton in Phaeodaria,Scientific Reports,2024,https://www.nature.com/articles/s41598-024-64227-w.pdf,OK,4.04MB
10.15298/invertzool.16.4.06,"Phaeodaria from the northwestern Pacific, with description of a new species, Challengeron tochilinae",Invertzool,2019,https://kmkjournals.com/upload/PDF/IZ/IZ%20Vol%2016/invert16_4_393_397_Chernyshev.pdf,FAILED,"('Connection broken: IncompleteRead(16138 bytes read, 310979 more expected)', IncompleteRead(16138 bytes read, 310979 more expected))"
10.18353/crustacea.51.0_111,"First record of the maternal care behavior of a “rhizarian rider,”&lt;i&gt;Phronimopsis spinifera&lt;/i&gt; Claus, 1879 (Amphipoda, Hyperiidea), in association with &lt;i&gt;Aulosphaera&lt;/i&gt; sp. (Rhizaria, Cercozoa, Phaeodaria, Aulosphaeridae)",Crustacean Research,2022,https://www.jstage.jst.go.jp/article/crustacea/51/0/51_111/_pdf,OK,3.19MB
10.17632/j9262jxgt8.1,Carbon and Nitrogen content and cell biovolume of marine protist Rhizaria (Radiolaria and Phaeodaria),Data Archiving and Networked Services (DANS),2021,https://doi.org/10.17632/j9262jxgt8.1,FAILED,not pdf content-type: text/html; charset=utf-8
10.21494/iste.op.2019.0420,Ernst Haeckel’s Radiolarians and Medusa: The influence of his visits to Villefranche on his science and his art,Arts et sciences,2019,https://www.openscience.fr/IMG/pdf/iste_artsci19v3n2_3.pdf,OK,2.37MB
10.2973/odp.proc.sr.114.142.1991,Tripylean Radiolarians from the Subantarctic Atlantic,Unknown,1991,https://doi.org/10.2973/odp.proc.sr.114.142.1991,FAILED,not pdf content-type: application/json
10.1016/j.marmicro.2025.102500,Radiolarian and Phaeodarian high-rank assemblage change through time in the Scotia Sea: A paleo-genomics approach (IODP Exp. 382),Marine Micropaleontology,2025,https://doi.org/10.1016/j.marmicro.2025.102500,FAILED,not pdf content-type: application/json
